product_author,product_imagelink,product_name,product_price
"by ,Matthew K. Manning, and ,Jim Lee,by ,Matthew K. Manning, and ,Jim Lee,by ,Jeph Loeb, and ,Tim Sale,by ,Jeph Loeb, and ,Tim Sale,by ,Alice Ormsbee Beltran, , and ,Karen Kim Mar,by ,Alice Ormsbee Beltran, and ,Karen Kim Mar,Book 1 of 6: The Incal, , ,Book 6 of 6: Nubia & the Amazons (2021-), , ,by ,Jeremy Dauber,by ,Jeremy Dauber,Book 1 of 1: Batman: Last Knight on Earth (2019), , ,Book 2 of 3: Batman: The Long Halloween, , ,Book 2 of 2: X-Men: Hellfire Gala, , ,by ,Rachel Smythe, ,by ,Rachel Smythe,Book 2 of 1: Moon Knight (2016-2017), , ,Book 1 of 7: Miles Morales: Spider-Man (2018-), , ,Book 1 of 3: Invincible, , ,Book 1 of 1: Loki: Agent of Asgard, , ,Book 1 of 1: Spider-Man (1990-1998), , ,Book 3 of 3: Cat Kid Comic Club, , ,Book 5 of 6: Avatar: The Last Airbender, , ,by ,Neil Gaiman, ,, ,Leslie S. Klinger, ,, et al.,by ,Neil Gaiman,, ,Leslie S. Klinger,, et al.,by ,Scott McCloud, ,by ,Scott McCloud,Book 1 of 3: Darth Vader (2017-2018), , ,by ,Stephen Wiacek, ,, ,DK, ,, et al.,by ,Stephen Wiacek,, ,DK,, et al.,by ,Christos Gage,, ,Donald Mustard,, et al.,by ,Christos Gage,, ,Donald Mustard,, et al.,by ,David Mandel, and ,Ralph Macchio,by ,David Mandel, and ,Ralph Macchio,by ,Jock,by ,Jock","https://m.media-amazon.com/images/I/A1+wqM5unoL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81gwD3MKEJL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71vnzwEonnL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81J6-Iqah-S._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91wBkH4A7xL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71uMBbJtyoL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81DnMffGHfL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91D+7bVSo0L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/7192TjOc0vL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91ABnpxiy+L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71O08BuRuWL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91AqNg9j4pL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91yxekZj3sL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/51a1kMoxgAL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/A1MBF0avnNL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91xUsdujK3L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91c6Vjl7krL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91Fei9dHafL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/41zfefRxq3L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/51SHD4Uds1L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/A1VDrn5cFoL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/917dsDoYNaL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91AZA3f085L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71f8D-F9-EL._AC_UL320_.jpg","The DC Comics Encyclopedia New Edition,The Batman Box Set,Knitstrips: The World’s First Comic-Strip Knitting Book,The Incal Black & White Edition,Nubia & The Amazons,American Comics: A History,Batman: Last Knight On Earth,Batman: The Long Halloween,X-Men: Hellfire Gala Red Carpet Edition,Lore Olympus: Volume One,Moon Knight By Lemire & Smallwood: The Complete Collection,Miles Morales: Spider-Man Vol. 1: Straight Out of Brooklyn,Invincible Compendium Volume 1,Loki: Agent of Asgard - The Complete Collection,Spider-Man by Todd McFarlane: The Complete Collection,Cat Kid Comic Club: On Purpose: A Graphic Novel (Cat Kid Comic Club #3): From the Creator of Dog Man,Avatar: The Last Airbender--The Search Omnibus,Annotated Sandman Vol. 1 (2022 edition) (Annotated Sandman, 1),Understanding Comics: The Invisible Art,Star Wars: Darth Vader by Charles Soule Omnibus (Star Wars: Darth Vader Omnibus),Marvel Encyclopedia, New Edition,Fortnite x Marvel: Zero War,The Marvel Comics Library. Spider-Man. Vol. 1. 1962–1964,Batman: One Dark Knight","24,56,24,65,24,24,15,23,46,13,28,15,41,30,9,19,49,18,72,21,23,180,29"
"by ,Michael Dante DiMartino, , and ,Bryan Konietzko,by ,Michael Dante DiMartino, and ,Bryan Konietzko,Book 1 of 3: The Flintstones (2016-2017), , ,Book 6 of 8: Zom 100: Bucket List of the Dead, , ,by ,Gene Luen Yang, ,, ,Avatar: The Last Airbender - The Promise,, et al.,by ,Gene Luen Yang,, ,Avatar: The Last Airbender - The Promise,, et al.,Book 1 of 1: Prison Pit, , ,by ,Len Wein, and ,Bernie Wrightson,by ,Len Wein, and ,Bernie Wrightson,Book 26 of 80: Batman (1940-2011), , ,Book 1 of 1: Star Wars: War Of The Bounty Hunters (2021), , ,by ,Steve Orlando, and ,ACO,by ,Steve Orlando, and ,ACO,Book 1 of 19: Detective Comics (2016-), , ,by ,Robert M. Overstreet, ,by ,Robert M. Overstreet,by ,All Makers,by ,All Makers,Book 5 of 5: Lucky Luke, , ,Book 3 of 3: Mass Effect, , ,Book 1 of 3: Orochi: The Perfect Edition, , ,Book 1 of 5: Pandava, , ,by ,Spiderman Storybook,, ,Batman Story Book for Kids,, et al.,by ,Spiderman Storybook,, ,Batman Story Book for Kids,, et al.,by ,Archie Strange,by ,Archie Strange,by ,Sholly Fisch, ,by ,Sholly Fisch,by ,Brandon Thomas,, ,Chuck Brown,, et al.,by ,Brandon Thomas,, ,Chuck Brown,, et al.,by ,Daniel Clowes, ,by ,Daniel Clowes,by ,Robert Venditti, and ,Michael Avon Oeming,by ,Robert Venditti, and ,Michael Avon Oeming,Book 11 of 14: Action Comics (2016-), , ,by ,Kevin Eastman, and ,Peter Laird,by ,Kevin Eastman, and ,Peter Laird","https://m.media-amazon.com/images/I/81rrcIfy-9S._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91FhXYMoNCL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81lDk+Wg71L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91U-fXwmOdL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71PT6LLv4UL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/51bwekLo19L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71NaQHQCo0L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71YuNNdCjTL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81VB8XgbCqL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91ea2F10RXL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91Vi3jJ+f-L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81RwlxUGHzL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61ugMNFawHL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91P+ckUgkpL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81PYlr5U5oL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81h9RWi0jbL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81IXRs+CryL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71GRhAtX37L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91eX0XtkNUL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/511oYg4X1KL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71oCimyuj8L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/51lRW25Kl5L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81teDVdMHfL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91Ir-IiwRTL._AC_UL320_.jpg","The Legend of Korra: The Art of the Animated Series--Book Three: Change (Second Edition) (Deluxe Edition),The Flintstones The Deluxe Edition,Zom 100: Bucket List of the Dead, Vol. 6 (6),Avatar, The Last Airbender Series 9 book sets (The Promise Part 1,2,3;The Search Part 1,2,3; The Rift, Part 1,2,3),Prison Pit: The Complete Collection,Absolute Swamp Thing by Len Wein and Bernie Wrightson,Batman: Year One,Star Wars: War of the Bounty Hunters,Midnighter: The Complete Collection,Batman: Detective Comics Vol. 1: Rise of the Batmen (Rebirth),Overstreet Comic Book Price Guide Volume 51 (The Overstreet Comic Book Price Guide),Comic Lot 76+ Books All Makers,The Complete Collection (Volume 5) (Lucky Luke, Volume 5),Mass Effect: The Complete Comics,Orochi: The Perfect Edition, Vol. 1 (1),Aru Shah and the End of Time (Graphic Novel, The) (Pandava Series),Spiderman and Batman Interactive Book Set - Superhero Book Bundle with Interactive Spiderman Book and Batman Comic Chapter Book Plus Spiderman Decals and Batman Stickers (Superhero Books),Blank Comic Book for Kids with Variety of Templates: 100 Different Templates in 100 Page Blank Comic Notebook for Kids and Teens to Create and Draw Your Own Comics,Teen Titans GO! Box Set,Aquamen,The Complete Eightball 1-18,World of Krypton,Superman: Action Comics Vol. 1: Warworld Rising,Teenage Mutant Ninja Turtles Compendium, Vol. 1","79,38,11,98,25,100,10,14,39,11,21,37,27,26,22,21,14,3,27,16,49,16,15,150"
"by ,Brian Michael Bendis, and ,Scott Godlweski,by ,Brian Michael Bendis, and ,Scott Godlweski,by ,DeJuan Strickland, and ,Doneak Pusey Odbrush,by ,DeJuan Strickland, and ,Doneak Pusey Odbrush,by ,Marv Wolfman, and ,Geroge Perez,by ,Marv Wolfman, and ,Geroge Perez,by ,Simon Spurrier, ,by ,Simon Spurrier,by ,Melanie Scott, , and ,DK, ,by ,Melanie Scott, and ,DK,by ,Stephanie Williams,, ,Vita Ayala,, et al.,by ,Stephanie Williams,, ,Vita Ayala,, et al.,Book 1 of 3: Cat Kid Comic Club, , ,by ,Beka Feathers, and ,Ally Shwed,by ,Beka Feathers, and ,Ally Shwed,by ,Michael Frederik Sorensen, ,, ,Chris Trump,, et al.,by ,Michael Frederik Sorensen,, ,Chris Trump,, et al.,by ,DBG,by ,DBG,Book 128 of 129: Detective Comics (2016-), , ,by ,Peter Sanderson,by ,Peter Sanderson,by ,Gerard Way, ,, ,Gabriel Ba,, et al.,by ,Gerard Way,, ,Gabriel Ba,, et al.,Book 3 of 4: New Mutants (2019-), , ,by ,Dav Pilkey, ,by ,Dav Pilkey,by ,James Tynion IV, and ,Jorge Jimenez,by ,James Tynion IV, and ,Jorge Jimenez,Book 2 of 3: Cat Kid Comic Club, , ,Book 1 of 7: Flashpoint, , ,Book 12 of 12: The Baby-Sitters Club Graphix, , ,by ,Brian K Vaughan, and ,Fiona Staples,by ,Brian K Vaughan, and ,Fiona Staples,by ,Melanie Scott, , and ,Stephen Wiacek, ,by ,Melanie Scott, and ,Stephen Wiacek,Book 1 of 6: The Boys, , ,by ,James O'Barr, ,by ,James O'Barr,by ,Cullen Bunn, and ,Freddie Williams,by ,Cullen Bunn, and ,Freddie Williams","https://m.media-amazon.com/images/I/51wXasHkQZL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61yFNCwgqjS._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61Z3du7g5GL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/51hCx+1udIL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91--EWC3L9L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/51CQBXT+5WL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/51XxcNq5SBL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81WLdn7rLVL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/711HxeX6cyL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81LfyCk++rL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/818J6B-FQaL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71eWx5BC6KL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71axmhejTeL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91UtYgjS18L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71ZZla3AAJL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71Y0m-2vXHL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81wXp08PWHL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/A1wyJcPDaKL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61RNH4KVoHL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71RmWJe20iL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/A1tmfYAtb+L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71eTWI8nsIL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61VUbVEgErL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91pb3tvNmsL._AC_UL320_.jpg","Justice League Vs. The Legion of Super-Heroes,Tech Boy,New Teen Titans Omnibus Vol. 1 (2022 Edition),Suicide Squad: Blaze,DC Comics Ultimate Character Guide, New Edition,Nubia: Queen of the Amazons,Cat Kid Comic Club: From the Creator of Dog Man: 1,Why the People: The Case for Democracy (World Citizen Comics),Comic Book Stain Removal and Whitening: Supplemental Guide to Comic Book CPR,World of Reading Avengers Boxed Set: Level 1 (World of Reading, 2),Detective Comics (2016-) #1057,Official Handbook Of The Marvel Universe: Update '89 Omnibus,The Umbrella Academy Boxed Set,New Mutants by Vita Ayala Vol. 1,Dog Man: The Cat Kid Collection: From the Creator of Captain Underpants (Dog Man #4-6 Box Set),Batman: Fear State Saga,Cat Kid Comic Club: Perspectives: A Graphic Novel (Cat Kid Comic Club #2): From the Creator of Dog Man,Flashpoint,Jessi's Secret Language (The Baby-sitters Club Graphic Novel #12): A Graphix Book (Adapted edition) (The Baby-Sitters Club Graphix),Saga Box Set: Volumes 1-9,Marvel Greatest Comics: 100 Comics that Built a Universe,The Boys Omnibus Vol. 1 TPB,The Crow: Special Edition,Godzilla Vs. The Mighty Morphin Power Rangers","16,14,100,24,9,24,13,28,44,11,4,72,36,15,15,44,8,14,24,89,16,13,17"
"by ,Clare Briggs, and ,John T. McCutcheon,by ,Clare Briggs, and ,John T. McCutcheon,Book 1 of 6: Harley Quinn: The Animated Series: The Eat. Bang! Kill. Tour (2021-), , ,Book 1 of 5: Ms. Marvel (2014-2015), , ,by ,Dav Pilkey, ,by ,Dav Pilkey,Book 87 of 88: Action Comics (2016-), , ,by ,Blank Books 'N' Journals, ,by ,Blank Books 'N' Journals,Book 1 of 1: Pickles, , ,by ,Peter David, and ,Juanan Ramirez,by ,Peter David, and ,Juanan Ramirez,Book 4 of 4: Reborn as a Space Mercenary: I Woke Up Piloting the Strongest Starship! (Light Novel), , ,Book 1 of 1: Batman: The Killing Joke, , ,Book 17 of 17: Avengers (1998-2004), , ,by ,Mary Wollstonecraft Shelley, ,, ,Bernie Wrightson,, et al.,by ,Mary Wollstonecraft Shelley,, ,Bernie Wrightson,, et al.,by ,Marvel Comics, ,by ,Marvel Comics,by ,Bil Keane, ,by ,Bil Keane,Book 12 of 12: Olympians, , ,by ,Christopher Ray Fryer, and ,Sean Fryer,by ,Christopher Ray Fryer, and ,Sean Fryer,Book 1 of 14: Star Wars (2015-2019), , ,by ,Michael Frederik Sorensen, ,, ,Gregory Defoor,, et al.,by ,Michael Frederik Sorensen,, ,Gregory Defoor,, et al.,by ,Geoff Johns,, ,Tim Sheridan,, et al.,by ,Geoff Johns,, ,Tim Sheridan,, et al.,by ,Brian Crane, ,by ,Brian Crane,by ,Mathew Klickstein,, ,RZA,, et al.,by ,Mathew Klickstein,, ,RZA,, et al.,Book 1 of 1: Deadpool Kills the Marvel Universe, , ,Book 5 of 5: Low, , ,by ,Hope Nicholson,by ,Hope Nicholson","https://m.media-amazon.com/images/I/61cznMmQVfL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81X5pq7akyL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61VKlwELTBL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/615Lif3nhNL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91o2SocZuQL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/710YhEiTiTL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81usU941b2L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91bVz3896BL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81p0t7-CeLL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91tsECt2vNL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/913L1H2cHxL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91d-Jlz4hwL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91OuMg8kyfL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/914Ist42tCL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91PJhXxMSqL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61vxlPK0HjL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71tUZ23EPlL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71vkXiksRvL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/51GMP9bJmqL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91lhP4B5zgL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61H3B9dOTyL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81ahga8CvML._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71nD5mD3DSL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/51Ofm6OczaL._AC_UL320_.jpg","How to Draw Cartoons,Harley Quinn: The Animated Series Vol. 1: The Eat. Bang! Kill Tour (Harley Quinn: the Animated Series - the Eat. Bang! Kill Tour),Ms. Marvel Volume 1: No Normal (Ms Marvel, 1),Cat Kid Comic Club #4: A Graphic Novel: From the Creator of Dog Man,Action Comics (2016-) #1040,Blank Comic Book For Kids : Create Your Own Comics With This Comic Book Journal Notebook: Over 100 Pages Large Big 8.5"" x 11"" Cartoon / Comic Book With Lots of Templates (Blank Comic Books),Still Pickled After All These Years: A Pickles Book,Genis-Vell,Reborn as a Space Mercenary: I Woke Up Piloting the Strongest Starship! (Manga) Vol. 4,Batman: The Killing Joke Deluxe (New Edition),Avengers Disassembled,Frankenstein,Savage Sword Of Conan: The Original Marvel Years Omnibus Vol. 8 (Savage Sword of Conan: the Original Marvel Years Omnibus, 8),What Does This Say?: It Says The Family Circus® Makes Perfect Sense to Millions, Young & Old,Olympians: Dionysos: The New God (Olympians, 12),It's About Time You Showed Up: The Comics of Sean Fryer,Star Wars Vol. 1: Skywalker Strikes (Star Wars (Marvel)),Comic Book CPR: How to Clean and Press Comic Books,Flashpoint Beyond,25 Years of Pickles,See You At San Diego: An Oral History of Comic-Con, Fandom, and the Triumph of Geek Culture,Deadpool Kills the Marvel Universe Omnibus,Low, Volume 5: Light Brings Light,Moonshot: The Indigenous Comics Collection (Volume 1) (Moonshot: The Indigenous Comics Collection, 1)","15,22,12,24,4,6,10,15,12,14,22,17,150,14,21,10,16,35,16,13,39,21,15,19"
"Book 1 of 1: Deadpool Kills the Marvel Universe, , ,Book 5 of 5: Low, , ,by ,Hope Nicholson,by ,Hope Nicholson,Book 5 of 5: Once & Future, , ,by ,Cara Delevingne, and ,Ricky Gervais, ,by ,Cara Delevingne, and ,Ricky Gervais,Book 1 of 63: Avengers (1963-1996), , ,by ,Tom Taylor, and ,Yasmine Putri,by ,Tom Taylor, and ,Yasmine Putri,by ,Brandon Thomas, and ,Ronan Cliquet,by ,Brandon Thomas, and ,Ronan Cliquet,by ,Martin Fisher,, ,Jeremy Barlow,, et al.,by ,Martin Fisher,, ,Jeremy Barlow,, et al.,by ,Cavan Scott, and ,Jose Luis,by ,Cavan Scott, and ,Jose Luis,by ,Wlad Marhulets, ,, ,Dean Clark,, et al.,by ,Wlad Marhulets,, ,Dean Clark,, et al.,by ,Hiroaki Samura, ,by ,Hiroaki Samura,by ,Gwandanaland Comics,by ,Gwandanaland Comics,by ,Chanseng Thounsavath,by ,Chanseng Thounsavath,Book 1 of 1: Warhammer 40,000: Sisters Of Battle (2021-2022), , ,by ,Jerry Scott, , and ,Jim Borgman, ,by ,Jerry Scott, and ,Jim Borgman,Book 16 of 19: Detective Comics (2016-), , ,Book 35 of 37: Detective Comics (1937-2011), , ,Book 1 of 3: Dark Red, , ,Book 1 of 6: Female Force, , ,by ,Andy Hirsch,, ,Jacob Chabot,, et al.,by ,Andy Hirsch,, ,Jacob Chabot,, et al.,by ,Stan Lee, , and ,John Buscema,by ,Stan Lee, and ,John Buscema,Book 1 of 1: The Essential Guide to Comic Book Lettering, , ","https://m.media-amazon.com/images/I/81ahga8CvML._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71nD5mD3DSL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/51Ofm6OczaL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81eDzhczpPL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81Zg2WOU+NL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71xvm14cqoL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_UL320_.gif,https://m.media-amazon.com/images/I/51gWDXUwbCL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91iDspZCudL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/51qsZyYSGFL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61rhqsjTooL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91cy3Rl2AbS._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81kw0AXxN0L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71Wwz5kQxZL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91LaPWPoDIL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91p3tegLnaL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81yFsgaXYmL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/915klriyWDL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91fCA7sK8mL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71xD60hgpBL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61osgztgfnL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81YTwqv4EOL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81-rIFI-CRL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71cwj2dRsuS._AC_UL320_.jpg","Deadpool Kills the Marvel Universe Omnibus,Low, Volume 5: Light Brings Light,Moonshot: The Indigenous Comics Collection (Volume 1) (Moonshot: The Indigenous Comics Collection, 1),Once & Future Vol. 4 (4) (Once & Future, 4),The Most Important Comic Book on Earth: Stories to Save the World,Mighty Marvel Masterworks: The Avengers Vol. 1: The Coming of the Avengers (Mighty Marvel Masterworks; the Avengers, 1),DC Dark Knights of Steel Vol. 1,Aquaman/Green Arrow - Deep Target,Star Wars: Rebels,Titans United,DARQ: Dream Journal (Comic Book),Blade of the Immortal Deluxe Volume 5 (Blade of the Immortal, 5),Golden Age Kid Komics: Volume 2: Gwandanaland Comics #3299 -- Starring the Young Allies -- Issues #5-10,Power Spike,Warhammer 40,000: Sisters of Battle,Comic Book Lot of 50 (Near Mint) Paperback Comic +BONUS GIFT,Zits: Undivided Inattention (Zits Treasury),Batman: Detective Comics Vol. 1: The Neighborhood,Detective Comics: 80 Years of Batman Deluxe Edition,Dark Red: Year One,Female Force: Dolly Parton 2: The Sequel,Science Comics Series 18-Book Set,How To Draw Comics The Marvel Way,Essential Guide to Comic Book Lettering","21,15,19,16,20,14,24,19,26,19,14,39,45,9,14,28,15,22,21,32,19,184,10,14"
